0.210215 -0.542835
0.221379 -0.575059
0.244223 -0.545382
0.210215 -0.542835

-0.491988 -0.336101
-0.448416 -0.333040
-0.462563 -0.306430
-0.491988 -0.336101

-0.183712 -0.041358
-0.169521 -0.003689
-0.212892 0.005317
-0.183712 -0.041358

-0.587159 0.081928
-0.614837 0.055981
-0.575744 0.043873
-0.587159 0.081928

-0.284379 -0.214457
-0.285558 -0.161346
-0.320460 -0.192161
-0.284379 -0.214457

-0.718563 -0.049178
-0.728934 -0.011778
-0.758696 -0.019963
-0.718563 -0.049178

-0.441342 -0.285031
-0.442449 -0.247272
-0.481320 -0.257524
-0.441342 -0.285031

-0.787602 0.065879
-0.757399 0.018900
-0.745335 0.049456
-0.787602 0.065879

-0.810289 -0.045758
-0.758696 -0.019963
-0.783293 -0.001316
-0.810289 -0.045758

-0.572321 -0.358403
-0.558316 -0.395442
-0.533211 -0.352207
-0.572321 -0.358403

-0.736837 -0.091520
-0.758538 -0.050828
-0.763275 -0.079487
-0.736837 -0.091520

-0.591520 -0.126551
-0.596894 -0.077155
-0.619950 -0.095789
-0.591520 -0.126551

-0.669947 -0.031776
-0.696982 -0.014523
-0.718563 -0.049178
-0.669947 -0.031776

-0.456959 -0.131095
-0.427890 -0.154845
-0.412821 -0.127515
-0.456959 -0.131095

-0.575986 -0.156250
-0.591520 -0.126551
-0.634115 -0.156250
-0.575986 -0.156250

-0.519147 0.020579
-0.543999 0.007447
-0.500000 0.000000
-0.519147 0.020579

-0.599702 -0.228503
-0.596009 -0.270245
-0.568327 -0.256281
-0.599702 -0.228503

-0.442449 -0.247272
-0.415932 -0.265390
-0.420127 -0.216797
-0.442449 -0.247272

-0.491111 -0.065286
-0.496943 -0.032556
-0.529566 -0.034779
-0.491111 -0.065286

-0.703618 -0.121572
-0.658854 -0.123264
-0.692708 -0.078125
-0.703618 -0.121572

-0.552248 -0.134871
-0.591520 -0.126551
-0.575986 -0.156250
-0.552248 -0.134871

-0.491088 -0.156250
-0.515970 -0.199670
-0.481418 -0.189691
-0.491088 -0.156250

-0.587159 0.081928
-0.575744 0.043873
-0.547506 0.079450
-0.587159 0.081928

-0.469433 0.007999
-0.496943 -0.032556
-0.466242 -0.043809
-0.469433 0.007999

-0.575986 -0.156250
-0.533537 -0.160764
-0.552248 -0.134871
-0.575986 -0.156250

-0.491088 -0.156250
-0.516207 -0.121887
-0.533537 -0.160764
-0.491088 -0.156250

-0.557820 -0.227110
-0.517809 -0.242499
-0.515970 -0.199670
-0.557820 -0.227110

-0.667257 -0.061860
-0.658854 -0.123264
-0.639323 -0.073351
-0.667257 -0.061860

-0.663983 -0.226372
-0.632110 -0.252405
-0.642408 -0.204521
-0.663983 -0.226372

-0.632110 -0.252405
-0.599702 -0.228503
-0.613491 -0.203042
-0.632110 -0.252405

-0.585374 -0.321019
-0.557647 -0.305166
-0.596009 -0.270245
